web-scraper-order,web-scraper-start-url,link to product,link to product-href,name,price,link to reviews,link to reviews-href,image-src,ratings
"1637681485-1781","https://www.jumia.ma/maquillage/?page=49#catalog-listing","Palette de maquillage 5 en 1 a 2 compartiments.3.8 out of 5(47)67.00 Dhs159.00 Dhs58%offres à partir de","https://www.jumia.ma/palette-de-maquillage-5-en-1.-generic-mpg884241.html","Palette de maquillage 5 en 1 a 2 compartiments.","67.00 Dhs","(47 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST1AEIRDNAFAMZ/","null","3 out of 5"
"1637689179-3302","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Mascara Waterproof Volum'express - THE COLOSSAL BIG SHOT BOLDER NOIR3.8 out of 5(38)63.00 Dhs100.00 Dhs37%","https://www.jumia.ma/mas-col.big-shot-wtp-nu-01-black-maybelline-new-york-mpg845239.html","Maybelline New York Maybelline - Mascara Waterproof Volum'express - THE COLOSSAL BIG SHOT BOLDER NOIR","63.00 Dhs","(38 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB0YICSBNAFAMZ/","null","5 out of 5"
"1637688386-2795","https://www.jumia.ma/maquillage/?page=5#catalog-listing","Boutique OfficielleCatrice MASCARA ALLROUND ULTRA BLACK CATRICE4.2 out of 5(13)40.00 Dhs","https://www.jumia.ma/catrice-mascara-allround-ultra-black-catrice-34702728.html","Catrice MASCARA ALLROUND ULTRA BLACK CATRICE","40.00 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CA395ST1D8ZQFNAFAMZ/","null","4 out of 5"
"1637688292-2744","https://www.jumia.ma/maquillage/?page=5#catalog-listing","Palette de maquillage multi3.9 out of 5(81)65.00 Dhs139.00 Dhs53%","https://www.jumia.ma/palette-de-maquillage-multi-generic-mpg937921.html","Palette de maquillage multi","65.00 Dhs","(81 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST0745N9NAFAMZ/","null","4 out of 5"
"1637681450-1774","https://www.jumia.ma/maquillage/?page=49#catalog-listing","Boutique OfficielleCatrice ROUGE A LEVRES ULTIMATE MATT CATRICE 1004.7 out of 5(3)Options disponibles:50.00 Dhs","https://www.jumia.ma/catrice-rouge-a-levres-ultimate-matt-catrice-100-34702736.html","Catrice ROUGE A LEVRES ULTIMATE MATT CATRICE 100","50.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CA395ST11XR8NNAFAMZ/","null","4 out of 5"
"1637684921-2028","https://www.jumia.ma/maquillage/?page=25#catalog-listing","Traceur de Précision Pour Sourcils eyebrow pen liquid Dark grey waterproof3.3 out of 5(12)24.00 Dhs99.00 Dhs76%offres à partir de","https://www.jumia.ma/traceur-de-precision-pour-sourcils-eyebrow-pen-liquid-dark-grey-waterproof-generique-mpg77647.html","Traceur de Précision Pour Sourcils eyebrow pen liquid Dark grey waterproof","24.00 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB0VHER9NAFAMZ/","null","1 out of 5"
"1637686571-2224","https://www.jumia.ma/maquillage/?page=14#catalog-listing","Boutique OfficielleEssie Vernis à ongles ESSIE 60 Really Red4.7 out of 5(7)46.27 Dhs70.00 Dhs34%","https://www.jumia.ma/essie-vernis-a-ongles-essie-60-really-red-33479212.html","Essie Vernis à ongles ESSIE 60 Really Red","46.27 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES507HB0COH7DNAFAMZ/","null","4 out of 5"
"1637687736-2522","https://www.jumia.ma/maquillage/?page=8#catalog-listing","Vaseline Original SOIN LIP THERAPY 7 g4.2 out of 5(9)38.61 Dhs99.00 Dhs61%","https://www.jumia.ma/soin-lip-therapy-7-g-vaseline-original-mpg874606.html","Vaseline Original SOIN LIP THERAPY 7 g","38.61 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/VA466HB105593NAFAMZ/","null","5 out of 5"
"1637689209-3358","https://www.jumia.ma/maquillage/?page=1#catalog-listing","liquide eyeliner crayon  Maquillage4.1 out of 5(147)18.71 Dhs99.00 Dhs81%offres à partir de","https://www.jumia.ma/liquide-eyeliner-crayon-maquillage-generic-mpg946865.html","liquide eyeliner crayon  Maquillage","18.71 Dhs","(147 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB0HS784NAFAMZ/","null","5 out of 5"
"1637688767-2997","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Bourjois Crayon Yeux Contour Clubbing Waterproof 01 ultra black3.8 out of 5(72)23.92 Dhs29.90 Dhs20%offres à partir de","https://www.jumia.ma/crayon-yeux-bourjois-mpg894899.html","Bourjois Crayon Yeux Contour Clubbing Waterproof 01 ultra black","23.92 Dhs","(72 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BO427HB0YSKWUNAFAMZ/","null","4 out of 5"
"1637687437-2411","https://www.jumia.ma/maquillage/?page=10#catalog-listing","Boutique OfficielleMixa MIXA - Démaquillant yeux tolérance optimale - 125 ml4 out of 5(1)53.36 Dhs60.00 Dhs11%","https://www.jumia.ma/mixa-mixa-demaquillant-yeux-tolerance-optimale-125-ml-32216077.html","Mixa MIXA - Démaquillant yeux tolérance optimale - 125 ml","53.36 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MI287HB19VOTJNAFAMZ/","null","4 out of 5"
"1637681440-1773","https://www.jumia.ma/maquillage/?page=50#catalog-listing","Boutique OfficielleCatrice ILLUMINATEUR TOURBILLON MINÉRAL - CLEAN ID4 out of 5(8)64.00 Dhs69.00 Dhs7%","https://www.jumia.ma/catrice-illuminateur-tourbillon-mineral-clean-id-35311604.html","Catrice ILLUMINATEUR TOURBILLON MINÉRAL - CLEAN ID","64.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CA395ST0O6FX5NAFAMZ/","null","5 out of 5"
"1637685829-2114","https://www.jumia.ma/maquillage/?page=18#catalog-listing","Dynamic EYLENER NOIR3.8 out of 5(50)19.00 Dhs40.00 Dhs53%offres à partir de","https://www.jumia.ma/dynamic-eylener-noir-dynamic-mpg76002.html","Dynamic EYLENER NOIR","19.00 Dhs","(50 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/DY276HB153JLKNAFAMZ/","null","5 out of 5"
"1637685829-2108","https://www.jumia.ma/maquillage/?page=18#catalog-listing","Dynamic EYLENER NOIR3.8 out of 5(50)19.00 Dhs40.00 Dhs53%offres à partir de","https://www.jumia.ma/dynamic-eylener-noir-dynamic-mpg76002.html","Dynamic EYLENER NOIR","19.00 Dhs","(50 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/DY276HB153JLKNAFAMZ/","null","4 out of 5"
"1637683548-1911","https://www.jumia.ma/maquillage/?page=35#catalog-listing","Golden Rose Vernis à Ongles Color Expert Nail Lacquer N°: 103 By Golden Rose 10.2ml4.5 out of 5(15)36.74 Dhs41.00 Dhs10%","https://www.jumia.ma/vernis-a-ongles-color-expert-nail-lacquer-n-103-by-golden-rose-10.2ml-golden-rose-mpg896806.html","Golden Rose Vernis à Ongles Color Expert Nail Lacquer N°: 103 By Golden Rose 10.2ml","36.74 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870HB04SK96NAFAMZ/","null","5 out of 5"
"1637681458-1776","https://www.jumia.ma/maquillage/?page=49#catalog-listing","Boutique OfficielleEssie Vernis à ongles ESSIE 27 Watermelon4.7 out of 5(3)54.44 Dhs70.00 Dhs22%","https://www.jumia.ma/essie-vernis-a-ongles-essie-27-watermelon-33479170.html","Essie Vernis à ongles ESSIE 27 Watermelon","54.44 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES507HB04A9KPNAFAMZ/","null","5 out of 5"
"1637684538-1999","https://www.jumia.ma/maquillage/?page=28#catalog-listing","6 PC/lot pop mode style couleur rouge à lèvres couleur longue3.5 out of 5(2)29.00 Dhs49.00 Dhs41%offres à partir de","https://www.jumia.ma/6-pclot-pop-mode-style-couleur-rouge-a-levres-couleur-longue-generic-mpg907090.html","6 PC/lot pop mode style couleur rouge à lèvres couleur longue","29.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST0BK292NAFAMZ/","null","2 out of 5"
"1637686609-2229","https://www.jumia.ma/maquillage/?page=14#catalog-listing","Ministar BB crème ministar teinté matte Anthelios xl5 out of 5(3)85.00 Dhs160.00 Dhs47%offres à partir de","https://www.jumia.ma/bb-creme-ministar-teinte-matte-anthelios-xl-ministar-mpg79505.html","Ministar BB crème ministar teinté matte Anthelios xl","85.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MI528HB0UN0HYNAFAMZ/","null","5 out of 5"
"1637688515-2851","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Sophie Paris MAGIC PINK CREAM4.5 out of 5(54)45.00 Dhs","https://www.jumia.ma/magic-pink-cream-sophie-paris-mpg861659.html","Sophie Paris MAGIC PINK CREAM","45.00 Dhs","(54 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/SO947ST10QL4VNAFAMZ/","null","5 out of 5"
"1637689080-3200","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Edition Limitée PUMA - Rouge à lèvre Mat Liquide - Longue tenue - Superstay Matte Ink - 11 FEARLESS - 5 ml4.3 out of 5(28)93.33 Dhs120.00 Dhs22%","https://www.jumia.ma/maybelline-new-york-edition-limitee-puma-rouge-a-levre-mat-liquide-longue-tenue-superstay-matte-ink-11-fearless-5-ml-32212238.html","Maybelline New York Edition Limitée PUMA - Rouge à lèvre Mat Liquide - Longue tenue - Superstay Matte Ink - 11 FEARLESS - 5 ml","93.33 Dhs","(28 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA310HB1DJPWNNAFAMZ/","null","4 out of 5"
"1637689064-3189","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleNIVEA Eau Micellaire Démaquillante Rose Water - 2x400ml4.5 out of 5(14)86.25 Dhs115.00 Dhs25%","https://www.jumia.ma/nivea-eau-micellaire-demaquillante-rose-water-2x400ml-39214043.html","NIVEA Eau Micellaire Démaquillante Rose Water - 2x400ml","86.25 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NI504ST0K9MFHNAFAMZ/","null","5 out of 5"
"1637688143-2665","https://www.jumia.ma/maquillage/?page=6#catalog-listing","Boutique OfficielleL'Oréal Paris Air Volume Mega - Mascara volume extrême formule aérée4 out of 5(4)88.65 Dhs120.00 Dhs26%","https://www.jumia.ma/loreal-paris-air-volume-mega-mascara-volume-extreme-formule-aeree-38372303.html","L'Oréal Paris Air Volume Mega - Mascara volume extrême formule aérée","88.65 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB0I20RBNAFAMZ/","null","1 out of 5"
"1637689214-3368","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Mascara Volum'express - THE COLOSSAL BIG SHOT BOLDER NOIR4.1 out of 5(328)73.00 Dhs100.00 Dhs27%","https://www.jumia.ma/maybelline-new-york-maybelline-mascara-volumexpress-the-colossal-big-shot-bolder-noir-32208859.html","Maybelline New York Maybelline - Mascara Volum'express - THE COLOSSAL BIG SHOT BOLDER NOIR","73.00 Dhs","(328 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA310HB1L31NJNAFAMZ/","null","3 out of 5"
"1637684512-1998","https://www.jumia.ma/maquillage/?page=28#catalog-listing","Golden Rose Gloss Longstay Golden Rose N°: 07 5.5ml 5 out of 5(1)99.00 Dhs","https://www.jumia.ma/golden-rose-gloss-longstay-golden-rose-n-07-5.5ml-29326248.html","Golden Rose Gloss Longstay Golden Rose N°: 07 5.5ml","99.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870HB1E61A0NAFAMZ/","null","5 out of 5"
"1637681648-1793","https://www.jumia.ma/maquillage/?page=48#catalog-listing","Avon Rouge à Lèvres Mat texture crémeuse True Matte Legend Desire 3,6gr4 out of 5(2)78.21 Dhs105.00 Dhs26%","https://www.jumia.ma/avon-rouge-a-levres-mat-texture-cremeuse-true-matte-legend-desire-36gr-36859090.html","Avon Rouge à Lèvres Mat texture crémeuse True Matte Legend Desire 3,6gr","78.21 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168ST05EYEVNAFAMZ/","null","3 out of 5"
"1637681913-1806","https://www.jumia.ma/maquillage/?page=46#catalog-listing","Note Cosmetics Long Wearing Lip Gloss - CreamNude 044 out of 5(1)71.00 Dhs","https://www.jumia.ma/note-cosmetics-long-wearing-lip-gloss-creamnude-04-34431348.html","Note Cosmetics Long Wearing Lip Gloss - CreamNude 04","71.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NO846ST1E74O3NAFAMZ/","null","4 out of 5"
"1637681807-1798","https://www.jumia.ma/maquillage/?page=47#catalog-listing","eyebrow pen Traceur de Précision Pour Sourcils waterproof eye brow naturel croquis liquide crayon à sourcils fin fourchette pointe sourcil tatouage crayon oeil- noir3 out of 5(1)33.00 Dhs59.00 Dhs44%","https://www.jumia.ma/generic-eyebrow-pen-traceur-de-precision-pour-sourcils-waterproof-eye-brow-naturel-croquis-liquide-crayon-a-sourcils-fin-fourchette-pointe-sourcil-tatouage-crayon-oeil-noir-36932320.html","eyebrow pen Traceur de Précision Pour Sourcils waterproof eye brow naturel croquis liquide crayon à sourcils fin fourchette pointe sourcil tatouage crayon oeil- noir","33.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB01DT6JNAFAMZ/","null","3 out of 5"
"1637686217-2166","https://www.jumia.ma/maquillage/?page=16#catalog-listing","Boutique OfficielleGolden Rose VERNIS EXPERT COLOR  GOLDEN ROSE N°294 out of 5(9)Options disponibles:25.00 Dhs","https://www.jumia.ma/golden-rose-vernis-expert-color-golden-rose-n29-34701797.html","Golden Rose VERNIS EXPERT COLOR  GOLDEN ROSE N°29","25.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST1BGH7BNAFAMZ/","null","5 out of 5"
"1637688539-2866","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Miroir De Maquillage en acier inoxydable double face3.9 out of 5(41)29.00 Dhs35.00 Dhs17%offres à partir de","https://www.jumia.ma/miroir-de-maquillage-en-acier-inoxydable-double-face-generique-mpg50853.html","Miroir De Maquillage en acier inoxydable double face","29.00 Dhs","(41 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB1DJVIUNAFAMZ/","null","4 out of 5"
"1637686830-2271","https://www.jumia.ma/maquillage/?page=13#catalog-listing","Boutique OfficielleL'Oréal Paris L'Oréal Paris - Highlighter fluide Glow Mon Amour - LOVING PEACH 024.3 out of 5(18)93.33 Dhs120.00 Dhs22%","https://www.jumia.ma/loreal-paris-loreal-paris-highlighter-fluide-glow-mon-amour-loving-peach-02-32208804.html","L'Oréal Paris L'Oréal Paris - Highlighter fluide Glow Mon Amour - LOVING PEACH 02","93.33 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB0OC7DRNAFAMZ/","null","5 out of 5"
"1637682491-1844","https://www.jumia.ma/maquillage/?page=42#catalog-listing","Boutique OfficielleCatrice Genderless Peel-Off Brow Tint C022 out of 5(2)49.00 Dhs","https://www.jumia.ma/catrice-genderless-peel-off-brow-tint-c02-35850515.html","Catrice Genderless Peel-Off Brow Tint C02","49.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CA395ST0UNY65NAFAMZ/","null","1 out of 5"
"1637687113-2326","https://www.jumia.ma/maquillage/?page=11#catalog-listing","Bh Cosmetics Set de 14 pinceaux visage et  yeux  + trousse 4.5 out of 5(38)96.89 Dhs","https://www.jumia.ma/set-de-14-pinceaux-visage-et-yeux-trousse-bh-cosmetics-mpg47196.html","Bh Cosmetics Set de 14 pinceaux visage et  yeux  + trousse","96.89 Dhs","(38 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BH300HB15R3EDNAFAMZ/","null","1 out of 5"
"1637686197-2162","https://www.jumia.ma/maquillage/?page=16#catalog-listing","Golden Rose Vernis à Ongles Color Expert Nail Lacquer N°: 72 By Golden Rose 10.2ml4.3 out of 5(6)36.74 Dhs39.00 Dhs6%","https://www.jumia.ma/golden-rose-vernis-a-ongles-color-expert-nail-lacquer-n-72-by-golden-rose-10.2ml-27211048.html","Golden Rose Vernis à Ongles Color Expert Nail Lacquer N°: 72 By Golden Rose 10.2ml","36.74 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870HB1E0NIGNAFAMZ/","null","5 out of 5"
"1637688900-3097","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleMaybelline New York Edition Limitée - Instant Anti Age l'effaceur MARVEL - Anti-cernes correcteur fluide - 00 IVORY - 6,8 ml4.7 out of 5(16)81.00 Dhs95.00 Dhs15%","https://www.jumia.ma/maybelline-new-york-edition-limitee-instant-anti-age-leffaceur-marvel-anti-cernes-correcteur-fluide-00-ivory-68-ml-35855440.html","Maybelline New York Edition Limitée - Instant Anti Age l'effaceur MARVEL - Anti-cernes correcteur fluide - 00 IVORY - 6,8 ml","81.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB02NI5PNAFAMZ/","null","5 out of 5"
"1637687569-2448","https://www.jumia.ma/maquillage/?page=9#catalog-listing","Flormar 12 crayon eyeliner  12 Couleurs Nice3.6 out of 5(11)59.00 Dhs129.00 Dhs54%offres à partir de","https://www.jumia.ma/12-crayon-eyeliner-12-couleurs-nice-flormar-mpg954397.html","Flormar 12 crayon eyeliner  12 Couleurs Nice","59.00 Dhs","(11 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FL069ST0DDWOWNAFAMZ/","null","5 out of 5"
"1637685765-2100","https://www.jumia.ma/maquillage/?page=19#catalog-listing","12 crayons à lèvres Avec 12 Couleurs-True Lips MZ.LUX3.7 out of 5(152)31.70 Dhsoffres à partir de","https://www.jumia.ma/12-crayons-a-levres-avec-12-couleurs-true-lips-mz.lux-generique-mpg71786.html","12 crayons à lèvres Avec 12 Couleurs-True Lips MZ.LUX","31.70 Dhs","(152 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB1JHZ9INAFAMZ/","null","5 out of 5"
"1637687841-2558","https://www.jumia.ma/maquillage/?page=7#catalog-listing","Boutique OfficielleGolden Rose PALETTE METALS SCULPTING4.3 out of 5(14)95.00 Dhs","https://www.jumia.ma/golden-rose-palette-metals-sculpting-35041904.html","Golden Rose PALETTE METALS SCULPTING","95.00 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST0OCXHHNAFAMZ/","null","5 out of 5"
"1637688520-2853","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Color Sensational - Rouge à lèvres - 745 WOODEN BROWN4.5 out of 5(4)Options disponibles:77.73 Dhs99.95 Dhs22%","https://www.jumia.ma/maybelline-new-york-maybelline-color-sensational-rouge-a-levres-745-wooden-brown-33479136.html","Maybelline New York Maybelline - Color Sensational - Rouge à lèvres - 745 WOODEN BROWN","77.73 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB11MJG9NAFAMZ/","null","5 out of 5"
"1637689179-3297","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Mascara Waterproof Volum'express - THE COLOSSAL BIG SHOT BOLDER NOIR3.8 out of 5(38)63.00 Dhs100.00 Dhs37%","https://www.jumia.ma/mas-col.big-shot-wtp-nu-01-black-maybelline-new-york-mpg845239.html","Maybelline New York Maybelline - Mascara Waterproof Volum'express - THE COLOSSAL BIG SHOT BOLDER NOIR","63.00 Dhs","(38 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB0YICSBNAFAMZ/","null","4 out of 5"
"1637684161-1955","https://www.jumia.ma/maquillage/?page=30#catalog-listing","PACK 2 BOUTEILLES COVER COCO FOUNDATION +Sérum vitamine E pour soin de Visage4.1 out of 5(9)69.00 Dhs180.00 Dhs62%offres à partir de","https://www.jumia.ma/pack-2-bouteilles-cover-coco-foundation-serum-vitamine-e-pour-soin-de-visage-generic-mpg893071.html","PACK 2 BOUTEILLES COVER COCO FOUNDATION +Sérum vitamine E pour soin de Visage","69.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST06RA37NAFAMZ/","null","4 out of 5"
"1637688198-2689","https://www.jumia.ma/maquillage/?page=6#catalog-listing","Boutique OfficielleCatrice VERNIS A ONGLES MORE THAN NUDE 07 CATRICE4.4 out of 5(12)Options disponibles:25.00 Dhs","https://www.jumia.ma/catrice-vernis-a-ongles-more-than-nude-07-catrice-35311658.html","Catrice VERNIS A ONGLES MORE THAN NUDE 07 CATRICE","25.00 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CA395ST1EYY55NAFAMZ/","null","4 out of 5"
"1637688850-3060","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleL'Oréal Paris Masc.Paradise Valentines Nu 01 BLAC4.4 out of 5(27)114.00 Dhs150.00 Dhs24%","https://www.jumia.ma/loreal-paris-masc.paradise-valentines-nu-01-blac-33541729.html","L'Oréal Paris Masc.Paradise Valentines Nu 01 BLAC","114.00 Dhs","(27 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB1J76ZPNAFAMZ/","null","3 out of 5"
"1637688327-2761","https://www.jumia.ma/maquillage/?page=5#catalog-listing","Boutique OfficielleGolden Rose CRAYON KHOL GOLDEN ROSE4 out of 5(55)29.00 Dhs","https://www.jumia.ma/golden-rose-crayon-khol-golden-rose-34701752.html","Golden Rose CRAYON KHOL GOLDEN ROSE","29.00 Dhs","(55 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST0FB2JBNAFAMZ/","null","5 out of 5"
"1637688292-2742","https://www.jumia.ma/maquillage/?page=5#catalog-listing","Palette de maquillage multi3.9 out of 5(81)65.00 Dhs139.00 Dhs53%","https://www.jumia.ma/palette-de-maquillage-multi-generic-mpg937921.html","Palette de maquillage multi","65.00 Dhs","(81 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST0745N9NAFAMZ/","null","5 out of 5"
"1637684420-1990","https://www.jumia.ma/maquillage/?page=28#catalog-listing","Avon MARK Crayon khôl noir + embout estompeur intégré - True Black4 out of 5(2)48.51 Dhs49.00 Dhs1%offres à partir de","https://www.jumia.ma/mark-crayon-khol-noir-embout-estompeur-integre-true-black-avon-mpg953479.html","Avon MARK Crayon khôl noir + embout estompeur intégré - True Black","48.51 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168ST170MS6NAFAMZ/","null","5 out of 5"
"1637688777-3014","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Boutique OfficielleL'Oréal Paris L'Oréal Paris - Brume fixatrice Infaillible Magic Setting Spray4.4 out of 5(13)77.77 Dhs100.00 Dhs22%","https://www.jumia.ma/loreal-paris-loreal-paris-brume-fixatrice-infaillible-magic-setting-spray-32362097.html","L'Oréal Paris L'Oréal Paris - Brume fixatrice Infaillible Magic Setting Spray","77.77 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB1B1T3NNAFAMZ/","null","5 out of 5"
"1637689152-3278","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Mascara Volum'express - THE COLOSSAL BIG SHOT NOIR4.4 out of 5(55)75.00 Dhs100.75 Dhs26%","https://www.jumia.ma/mas-col.big-shot-wsh-nu-01-black-maybelline-new-york-mpg845238.html","Maybelline New York Maybelline - Mascara Volum'express - THE COLOSSAL BIG SHOT NOIR","75.00 Dhs","(55 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB0SK0QJNAFAMZ/","null","5 out of 5"
"1637683871-1934","https://www.jumia.ma/maquillage/?page=32#catalog-listing","Vinci Rouge à Lèvres - Matte beige VINCI VELVET MATTE Enrichi en vitamine E5 out of 5(1)58.50 Dhs195.00 Dhs70%","https://www.jumia.ma/vinci-rouge-a-levres-matte-beige-vinci-velvet-matte-enrichi-en-vitamine-e-42614431.html","Vinci Rouge à Lèvres - Matte beige VINCI VELVET MATTE Enrichi en vitamine E","58.50 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/VI813ST0803MGNAFAMZ/","null","5 out of 5"
"1637689064-3187","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleNIVEA Eau Micellaire Démaquillante Rose Water - 2x400ml4.5 out of 5(14)86.25 Dhs115.00 Dhs25%","https://www.jumia.ma/nivea-eau-micellaire-demaquillante-rose-water-2x400ml-39214043.html","NIVEA Eau Micellaire Démaquillante Rose Water - 2x400ml","86.25 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NI504ST0K9MFHNAFAMZ/","null","4 out of 5"
"1637688772-3010","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Boutique OfficielleMaybelline New York L'Oréal Paris - Rouge à lèvres matte Color Riche Free The Nudes - NO LIES 084.6 out of 5(14)89.00 Dhs120.00 Dhs26%","https://www.jumia.ma/maybelline-new-york-loreal-paris-rouge-a-levres-matte-color-riche-free-the-nudes-no-lies-08-35444801.html","Maybelline New York L'Oréal Paris - Rouge à lèvres matte Color Riche Free The Nudes - NO LIES 08","89.00 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB06GFMTNAFAMZ/","null","5 out of 5"
"1637685765-2103","https://www.jumia.ma/maquillage/?page=19#catalog-listing","12 crayons à lèvres Avec 12 Couleurs-True Lips MZ.LUX3.7 out of 5(152)31.70 Dhsoffres à partir de","https://www.jumia.ma/12-crayons-a-levres-avec-12-couleurs-true-lips-mz.lux-generique-mpg71786.html","12 crayons à lèvres Avec 12 Couleurs-True Lips MZ.LUX","31.70 Dhs","(152 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB1JHZ9INAFAMZ/","null","5 out of 5"
"1637681462-1777","https://www.jumia.ma/maquillage/?page=49#catalog-listing","Oriflame The one eye liner noir stylo watherproof de oriflame3.5 out of 5(6)51.00 Dhs55.00 Dhs7%","https://www.jumia.ma/the-one-eye-liner-noir-stylo-watherproof-de-oriflame-oriflame-mpg881223.html","Oriflame The one eye liner noir stylo watherproof de oriflame","51.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143ST0Q4YVXNAFAMZ/","null","5 out of 5"
"1637688936-3118","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleMaybelline New York Fond de teint Fit Me 124 + Concealer 204.4 out of 5(19)139.92 Dhs150.00 Dhs7%","https://www.jumia.ma/maybelline-new-york-fond-de-teint-fit-me-124-concealer-20-35353518.html","Maybelline New York Fond de teint Fit Me 124 + Concealer 20","139.92 Dhs","(19 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB1CJL2XNAFAMZ/","null","1 out of 5"
